T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,target
-53,-63,-52,-64,-60,-70,-60,-66,-61,-62,-53,-73,-54,-65,-68,-60,-62,-61,B16
-71,-56,-49,-56,-56,-73,-60,-70,-75,-64,-70,-69,-59,-58,-65,-68,-65,-67,B30
-55,-56,-62,-63,-64,-71,-67,-70,-71,-62,-55,-76,-58,-67,-65,-95,-66,-67,A8
-60,-61,-53,-56,-69,-61,-78,-69,-73,-69,-66,-56,-51,-67,-64,-72,-79,-68,A30
-65,-65,-77,-69,-57,-57,-53,-55,-65,-68,-72,-68,-62,-57,-53,-58,-64,-71,B45
-60,-56,-45,-67,-77,-57,-76,-67,-69,-55,-52,-44,-57,-72,-65,-71,-75,-69,A27
-64,-63,-76,-69,-54,-45,-64,-65,-62,-57,-58,-56,-53,-39,-52,-59,-60,-61,A47
-69,-63,-71,-63,-66,-56,-56,-48,-52,-63,-68,-65,-58,-57,-58,-73,-57,-49,B64
-61,-59,-50,-45,-60,-55,-71,-58,-62,-65,-67,-45,-59,-66,-58,-58,-62,-61,B28
-63,-59,-60,-64,-74,-57,-69,-75,-73,-61,-55,-59,-58,-69,-67,-65,-70,-74,A25
-72,-63,-68,-63,-64,-56,-56,-46,-52,-62,-66,-65,-59,-57,-58,-74,-56,-49,B64
-95,-52,-65,-95,-95,-68,-65,-95,-95,-95,-95,-95,-57,-95,-95,-65,-95,-95,B23
-62,-53,-60,-67,-77,-73,-75,-77,-83,-62,-56,-64,-70,-76,-76,-78,-95,-82,B18
-61,-70,-71,-73,-76,-70,-95,-76,-80,-64,-64,-62,-75,-85,-80,-79,-70,-81,A13
-68,-69,-71,-69,-69,-68,-60,-56,-53,-81,-83,-76,-69,-57,-64,-74,-57,-70,B65
-64,-69,-60,-61,-55,-58,-79,-58,-57,-72,-65,-68,-54,-59,-57,-45,-54,-53,A76
-79,-78,-70,-66,-64,-73,-65,-70,-61,-76,-79,-79,-80,-81,-79,-71,-61,-60,B74
-62,-72,-62,-70,-62,-66,-54,-47,-48,-69,-63,-65,-71,-59,-67,-44,-45,-54,B60
-54,-37,-53,-67,-63,-62,-66,-70,-62,-52,-56,-52,-65,-65,-69,-61,-71,-69,A19
-77,-80,-74,-71,-69,-69,-68,-64,-60,-76,-75,-75,-84,-64,-61,-55,-66,-63,A66
-72,-70,-69,-74,-61,-72,-58,-54,-54,-95,-75,-79,-74,-54,-62,-61,-78,-58,B73
-61,-60,-54,-63,-78,-65,-79,-72,-79,-54,-48,-59,-60,-68,-60,-64,-72,-72,A25
-69,-67,-68,-73,-59,-56,-56,-50,-50,-75,-65,-77,-75,-71,-61,-63,-51,-45,B72
-76,-71,-78,-66,-65,-57,-73,-59,-52,-70,-69,-81,-63,-69,-61,-56,-52,-55,A65
-70,-83,-71,-69,-71,-63,-76,-55,-45,-75,-67,-65,-68,-60,-77,-64,-49,-39,B71
-56,-61,-64,-71,-66,-66,-75,-84,-73,-56,-56,-57,-61,-74,-66,-72,-85,-76,A14
-74,-69,-76,-75,-61,-72,-63,-58,-51,-83,-77,-80,-73,-64,-66,-58,-66,-63,B78
-62,-61,-53,-54,-68,-60,-77,-71,-72,-69,-66,-56,-49,-68,-62,-71,-79,-68,A30
-79,-72,-59,-69,-62,-71,-61,-49,-50,-79,-73,-65,-69,-55,-66,-53,-50,-56,B63
-49,-61,-75,-63,-74,-66,-69,-87,-79,-52,-58,-60,-76,-74,-74,-83,-72,-80,A9
-53,-37,-56,-65,-62,-61,-66,-70,-61,-53,-56,-53,-65,-68,-71,-59,-66,-76,A19
-75,-67,-74,-68,-68,-61,-78,-64,-49,-73,-77,-79,-65,-69,-74,-56,-65,-53,A73
-67,-60,-59,-62,-51,-39,-60,-73,-50,-68,-71,-69,-60,-47,-57,-54,-68,-58,B39
-72,-69,-70,-67,-56,-53,-74,-64,-68,-74,-67,-64,-54,-62,-47,-54,-69,-68,A43
-60,-63,-57,-56,-50,-65,-54,-58,-66,-73,-62,-64,-55,-47,-62,-63,-58,-64,B40
-59,-64,-65,-72,-76,-65,-73,-78,-85,-50,-55,-60,-60,-67,-67,-73,-73,-73,A4
-59,-58,-48,-45,-60,-55,-71,-58,-61,-64,-68,-45,-61,-64,-58,-59,-62,-61,B28
-61,-47,-63,-63,-68,-71,-81,-80,-75,-58,-58,-75,-66,-68,-72,-95,-73,-74,B10
-63,-64,-95,-68,-54,-45,-64,-65,-62,-57,-95,-56,-53,-40,-53,-60,-61,-61,A47
-65,-61,-52,-66,-62,-78,-83,-77,-69,-67,-56,-64,-59,-72,-62,-64,-69,-81,A26
-75,-69,-76,-75,-61,-72,-63,-58,-51,-82,-77,-81,-74,-63,-65,-58,-66,-64,B78
-66,-56,-75,-72,-82,-70,-80,-78,-83,-68,-64,-82,-73,-80,-76,-74,-71,-77,B9
-59,-65,-64,-66,-65,-64,-78,-79,-68,-55,-56,-59,-67,-71,-70,-76,-71,-77,A4
-68,-63,-74,-59,-65,-63,-57,-57,-66,-82,-73,-79,-65,-57,-61,-60,-68,-65,B45
-95,-95,-95,-95,-95,-57,-95,-95,-95,-95,-65,-95,-95,-95,-95,-95,-95,-95,A33
-76,-72,-81,-76,-71,-70,-67,-61,-55,-77,-86,-77,-76,-71,-73,-63,-56,-48,A78
-73,-64,-70,-63,-64,-56,-56,-47,-52,-62,-65,-65,-60,-58,-58,-75,-56,-49,B64
-74,-69,-64,-70,-64,-62,-60,-41,-56,-62,-69,-67,-62,-61,-56,-49,-47,-58,A67
-69,-62,-73,-64,-66,-46,-58,-68,-63,-63,-64,-68,-54,-39,-46,-57,-60,-65,A51
-84,-73,-67,-78,-69,-69,-60,-51,-56,-83,-72,-80,-68,-65,-67,-59,-56,-55,B80
-50,-57,-61,-70,-69,-63,-76,-82,-77,-43,-66,-64,-55,-77,-65,-76,-64,-69,A11
-68,-65,-73,-62,-66,-45,-56,-66,-69,-61,-79,-66,-52,-40,-45,-59,-58,-65,A51
-65,-65,-58,-62,-56,-63,-65,-62,-60,-72,-64,-68,-55,-62,-57,-45,-54,-60,A76
-74,-69,-76,-68,-70,-56,-63,-63,-63,-78,-68,-68,-65,-58,-50,-55,-58,-59,A57
-74,-69,-76,-76,-61,-72,-63,-58,-51,-82,-77,-82,-74,-63,-65,-58,-66,-64,B78
-64,-69,-64,-66,-65,-54,-61,-51,-45,-76,-63,-62,-67,-61,-58,-54,-48,-50,A71
-52,-63,-52,-63,-61,-71,-60,-65,-61,-63,-52,-66,-54,-65,-67,-59,-62,-61,B16
-60,-57,-61,-49,-69,-56,-63,-81,-63,-51,-59,-50,-57,-62,-73,-65,-63,-80,A32
-65,-65,-58,-61,-56,-62,-65,-66,-59,-72,-63,-67,-55,-62,-57,-46,-54,-60,A76
-63,-58,-65,-57,-49,-61,-77,-69,-73,-57,-50,-55,-50,-58,-58,-55,-65,-75,A39
-56,-75,-53,-64,-63,-63,-69,-67,-66,-59,-57,-57,-62,-63,-80,-64,-60,-68,A28
-65,-58,-55,-66,-64,-64,-75,-69,-71,-66,-64,-56,-67,-63,-71,-74,-72,-72,B26
-42,-59,-70,-71,-78,-71,-77,-82,-82,-60,-68,-68,-66,-80,-85,-71,-85,-77,A6
-65,-63,-53,-85,-66,-62,-76,-72,-74,-58,-60,-57,-69,-71,-63,-67,-77,-71,A21
-62,-57,-56,-54,-48,-61,-76,-64,-67,-72,-64,-62,-56,-57,-63,-63,-65,-68,B29
-61,-60,-55,-56,-53,-64,-54,-57,-65,-74,-62,-65,-56,-47,-62,-62,-60,-64,B40
-68,-62,-68,-70,-68,-52,-47,-63,-68,-58,-62,-60,-53,-53,-45,-58,-64,-58,A55
-68,-52,-56,-53,-57,-68,-62,-61,-68,-65,-62,-62,-54,-63,-61,-68,-66,-76,B25
-67,-71,-55,-60,-55,-59,-71,-71,-68,-70,-66,-64,-58,-66,-72,-81,-84,-76,B38
-58,-57,-77,-77,-73,-76,-75,-78,-81,-50,-56,-58,-66,-81,-75,-95,-73,-79,A3
-66,-59,-56,-68,-63,-55,-51,-56,-54,-66,-63,-66,-60,-45,-47,-50,-51,-58,B47
-50,-42,-61,-68,-72,-74,-82,-72,-64,-51,-47,-60,-61,-62,-79,-60,-72,-74,A15
-49,-50,-70,-64,-64,-68,-68,-73,-79,-58,-61,-72,-67,-77,-73,-74,-72,-81,B2
-65,-63,-52,-57,-60,-60,-62,-57,-63,-60,-66,-66,-53,-48,-58,-60,-63,-54,B36
-64,-68,-62,-67,-70,-64,-60,-79,-67,-75,-70,-63,-58,-51,-50,-55,-61,-57,A49
-72,-80,-95,-71,-83,-74,-61,-55,-62,-71,-70,-77,-67,-77,-65,-60,-56,-63,A62
-58,-56,-75,-77,-73,-76,-75,-78,-82,-50,-56,-58,-66,-80,-75,-95,-73,-78,A3
-75,-69,-77,-74,-61,-73,-63,-57,-51,-83,-77,-81,-74,-63,-66,-58,-66,-64,B78
-73,-72,-64,-72,-57,-55,-62,-63,-73,-78,-64,-61,-62,-59,-50,-55,-73,-74,A45
-74,-64,-69,-63,-64,-56,-56,-47,-53,-63,-65,-65,-62,-58,-58,-75,-56,-50,B64
-70,-61,-66,-53,-51,-64,-83,-57,-77,-78,-66,-66,-61,-58,-74,-75,-64,-78,B37
-61,-60,-56,-55,-49,-63,-72,-63,-66,-68,-64,-61,-57,-61,-64,-65,-66,-68,B29
-68,-65,-67,-71,-58,-56,-56,-51,-48,-71,-64,-76,-76,-69,-60,-64,-50,-47,B72
-64,-57,-70,-64,-76,-69,-79,-80,-77,-55,-47,-62,-62,-79,-68,-66,-79,-79,A18
-66,-76,-56,-58,-55,-60,-70,-72,-71,-69,-66,-64,-58,-65,-75,-73,-75,-75,B38
-63,-58,-62,-58,-61,-69,-51,-55,-62,-62,-65,-68,-73,-48,-57,-53,-62,-65,B48
-66,-63,-71,-63,-65,-45,-57,-71,-63,-63,-71,-65,-53,-40,-45,-57,-59,-65,A51
-66,-69,-56,-54,-61,-63,-67,-70,-75,-54,-54,-68,-54,-69,-64,-69,-65,-79,A29
-70,-79,-59,-62,-52,-47,-65,-66,-64,-61,-74,-63,-56,-56,-55,-57,-64,-63,A39
-64,-69,-64,-66,-66,-54,-61,-51,-45,-75,-63,-62,-65,-61,-58,-54,-49,-51,A71
-66,-69,-78,-63,-58,-64,-57,-64,-65,-62,-67,-70,-58,-56,-69,-53,-64,-54,A54
-55,-50,-58,-50,-61,-62,-62,-69,-58,-63,-48,-57,-59,-57,-60,-60,-59,-64,B15
-77,-80,-73,-69,-68,-69,-68,-66,-59,-76,-76,-75,-81,-64,-61,-56,-66,-63,A66
-74,-86,-72,-68,-75,-63,-63,-74,-76,-73,-78,-70,-77,-62,-55,-60,-59,-66,A50
-74,-61,-60,-67,-73,-58,-72,-84,-80,-56,-56,-60,-56,-75,-76,-66,-80,-76,A25
-70,-74,-75,-72,-62,-79,-58,-58,-61,-75,-76,-68,-72,-66,-76,-56,-65,-65,B58
-57,-70,-53,-64,-64,-63,-68,-67,-69,-58,-56,-54,-63,-65,-74,-65,-59,-67,A28
-60,-65,-54,-62,-72,-78,-83,-77,-72,-67,-71,-63,-75,-80,-74,-81,-76,-73,B22
-61,-68,-64,-74,-73,-76,-74,-81,-77,-51,-62,-64,-80,-72,-67,-75,-77,-75,A5
-69,-62,-59,-65,-72,-71,-64,-47,-56,-65,-64,-66,-67,-51,-61,-63,-68,-51,B68
-72,-53,-63,-51,-59,-68,-63,-62,-68,-65,-62,-63,-53,-61,-59,-69,-66,-72,B25
-81,-73,-68,-81,-69,-69,-61,-49,-56,-81,-72,-79,-68,-64,-67,-58,-57,-55,B80
-65,-57,-54,-43,-56,-59,-65,-83,-64,-67,-52,-53,-51,-67,-58,-61,-80,-68,A35
-61,-53,-69,-58,-51,-59,-59,-63,-56,-61,-44,-47,-59,-58,-74,-69,-68,-66,B19
-73,-70,-61,-67,-70,-65,-67,-71,-77,-59,-69,-66,-66,-69,-66,-63,-64,-68,A34
-61,-58,-59,-49,-69,-54,-63,-82,-64,-51,-60,-50,-56,-63,-72,-66,-64,-79,A32
-62,-70,-76,-73,-76,-70,-95,-75,-81,-64,-65,-62,-74,-83,-79,-78,-70,-81,A13
-70,-82,-72,-69,-71,-64,-77,-55,-46,-75,-67,-65,-67,-60,-77,-63,-51,-40,B71
-95,-95,-95,-95,-95,-95,-95,-95,-80,-95,-67,-95,-95,-95,-95,-75,-95,-95,A2
-68,-61,-76,-76,-73,-78,-72,-80,-95,-73,-79,-76,-61,-69,-83,-95,-78,-78,B33
-62,-59,-56,-62,-48,-47,-62,-56,-57,-57,-61,-61,-50,-56,-61,-65,-67,-63,A40
-58,-65,-64,-66,-65,-64,-80,-79,-68,-55,-56,-58,-67,-71,-71,-77,-70,-73,A4
-62,-47,-63,-63,-68,-72,-81,-80,-76,-57,-58,-75,-66,-68,-72,-95,-73,-73,B10
-64,-67,-63,-68,-68,-64,-60,-78,-67,-75,-71,-63,-58,-51,-50,-55,-61,-57,A49
-62,-55,-58,-49,-56,-54,-59,-59,-56,-67,-64,-59,-48,-57,-71,-61,-75,-65,B31
-66,-68,-56,-55,-60,-63,-68,-71,-76,-54,-54,-68,-54,-69,-64,-69,-65,-79,A29
-79,-69,-68,-65,-63,-80,-78,-67,-61,-84,-78,-79,-82,-61,-69,-64,-68,-68,B54
-63,-70,-64,-59,-62,-59,-72,-63,-78,-68,-75,-63,-63,-58,-50,-56,-59,-68,A46
-75,-71,-74,-62,-56,-55,-71,-69,-77,-60,-61,-60,-55,-64,-65,-64,-69,-75,A33
-61,-60,-56,-55,-49,-63,-72,-63,-66,-68,-63,-61,-57,-60,-64,-65,-66,-68,B29
-65,-55,-58,-48,-56,-56,-58,-60,-56,-65,-66,-58,-47,-57,-72,-60,-73,-71,B31
-72,-68,-60,-57,-58,-56,-70,-65,-73,-65,-62,-69,-49,-82,-69,-64,-71,-82,A37
-64,-67,-59,-61,-56,-60,-74,-64,-58,-73,-64,-67,-54,-61,-57,-46,-54,-56,A76
-67,-58,-56,-69,-62,-54,-53,-56,-54,-66,-63,-66,-60,-46,-46,-50,-51,-56,B47
-78,-66,-76,-69,-67,-62,-71,-62,-50,-75,-75,-80,-65,-71,-70,-58,-62,-53,A73
-63,-58,-62,-58,-61,-68,-51,-55,-62,-63,-65,-68,-75,-50,-57,-53,-61,-65,B48
-76,-68,-73,-66,-68,-63,-73,-63,-49,-73,-78,-81,-65,-70,-71,-56,-63,-52,A73
-59,-77,-58,-67,-49,-61,-56,-62,-60,-67,-69,-65,-64,-44,-48,-78,-64,-62,B43
-65,-56,-75,-73,-85,-70,-83,-78,-84,-68,-64,-84,-72,-83,-77,-74,-71,-76,B9
-82,-83,-66,-77,-69,-71,-56,-56,-54,-81,-78,-82,-68,-65,-66,-70,-59,-53,B66
-65,-58,-68,-71,-56,-51,-55,-69,-69,-62,-60,-64,-62,-55,-56,-61,-59,-69,A52
-62,-72,-62,-70,-62,-66,-55,-48,-50,-69,-63,-65,-69,-59,-68,-45,-45,-54,B60
-65,-62,-62,-56,-58,-53,-75,-68,-81,-54,-65,-59,-54,-62,-65,-63,-64,-76,A33
-68,-65,-57,-59,-52,-56,-71,-67,-68,-76,-73,-68,-61,-63,-62,-75,-84,-71,B42
-74,-73,-74,-66,-67,-63,-58,-50,-47,-80,-73,-70,-64,-62,-66,-46,-55,-66,B55
-78,-70,-73,-68,-71,-56,-63,-63,-63,-82,-69,-68,-66,-58,-50,-55,-58,-60,A57
-74,-67,-68,-70,-69,-70,-57,-57,-59,-75,-85,-73,-67,-58,-65,-66,-55,-54,B69
-65,-69,-56,-54,-60,-63,-67,-70,-76,-54,-54,-69,-56,-71,-64,-69,-65,-79,A29
-78,-74,-62,-77,-64,-71,-65,-48,-50,-80,-80,-66,-70,-54,-65,-54,-50,-57,B63
-61,-53,-68,-58,-51,-59,-58,-63,-57,-61,-44,-47,-59,-57,-75,-72,-68,-65,B19
-72,-64,-52,-57,-61,-62,-62,-58,-62,-58,-64,-68,-53,-48,-57,-60,-62,-56,B36
-62,-66,-60,-61,-55,-61,-68,-66,-58,-72,-65,-71,-55,-61,-57,-45,-54,-56,A76
-75,-73,-64,-73,-58,-55,-63,-63,-73,-76,-65,-61,-62,-59,-50,-55,-73,-75,A45
-67,-65,-63,-60,-62,-48,-65,-65,-82,-61,-58,-75,-57,-53,-53,-55,-60,-65,A48
-63,-56,-51,-46,-68,-71,-80,-71,-68,-60,-49,-52,-54,-59,-56,-68,-64,-68,A39
-60,-79,-61,-66,-49,-62,-56,-62,-60,-68,-69,-65,-64,-44,-50,-73,-64,-61,B43
-53,-38,-55,-65,-61,-62,-65,-71,-61,-52,-56,-53,-66,-68,-71,-60,-67,-75,A19
-68,-66,-71,-67,-66,-57,-62,-72,-59,-66,-74,-82,-66,-63,-66,-52,-54,-61,A69
-52,-57,-64,-64,-64,-77,-66,-68,-72,-59,-54,-69,-56,-67,-66,-95,-67,-68,A8
-76,-68,-64,-70,-67,-58,-77,-74,-75,-75,-82,-79,-80,-61,-55,-72,-77,-73,B46
-73,-64,-52,-57,-60,-62,-62,-57,-62,-58,-64,-67,-53,-48,-58,-60,-64,-54,B36
-66,-64,-75,-69,-57,-57,-53,-55,-65,-69,-75,-68,-63,-57,-52,-58,-64,-72,B45
-63,-57,-56,-59,-49,-47,-63,-57,-58,-59,-62,-59,-50,-55,-61,-60,-66,-63,A40
-61,-65,-53,-60,-67,-68,-77,-69,-66,-53,-63,-64,-69,-70,-78,-78,-78,-75,B14
-59,-53,-60,-67,-77,-73,-75,-77,-85,-62,-56,-64,-70,-76,-76,-78,-95,-81,B18
-64,-66,-58,-62,-56,-62,-68,-67,-58,-73,-64,-68,-54,-62,-57,-45,-54,-59,A76
-71,-73,-70,-68,-82,-63,-64,-69,-66,-62,-64,-63,-64,-57,-51,-54,-61,-58,A58
-55,-56,-62,-62,-64,-70,-67,-69,-71,-62,-54,-74,-58,-67,-65,-95,-66,-67,A8
-63,-64,-74,-69,-54,-45,-63,-65,-62,-58,-58,-56,-53,-39,-52,-59,-61,-61,A47
-62,-69,-64,-65,-69,-55,-60,-53,-51,-56,-69,-71,-57,-55,-58,-52,-50,-51,A75
-61,-59,-53,-52,-49,-67,-56,-75,-65,-78,-67,-74,-47,-58,-70,-81,-62,-63,B35
-62,-72,-61,-55,-62,-53,-76,-68,-62,-57,-74,-56,-57,-73,-61,-65,-70,-62,A36
-72,-70,-62,-63,-66,-54,-51,-62,-63,-64,-61,-67,-61,-57,-56,-51,-54,-62,A60
-69,-75,-75,-73,-65,-59,-66,-63,-61,-69,-66,-71,-61,-71,-60,-60,-54,-58,B17
-55,-45,-62,-56,-56,-54,-69,-65,-62,-48,-55,-61,-61,-60,-61,-62,-62,-63,B11
-62,-59,-62,-58,-63,-68,-46,-55,-60,-62,-64,-67,-70,-47,-57,-53,-63,-66,B48
-69,-62,-59,-65,-72,-71,-65,-47,-56,-65,-65,-66,-66,-51,-61,-64,-64,-50,B68
-43,-58,-70,-70,-85,-70,-78,-82,-84,-60,-68,-64,-65,-82,-76,-70,-82,-74,A6
-63,-63,-68,-58,-68,-50,-57,-51,-57,-67,-61,-62,-59,-57,-71,-50,-47,-64,A68
-69,-70,-72,-68,-69,-68,-62,-55,-53,-82,-89,-76,-68,-57,-64,-74,-57,-68,B65
-54,-47,-54,-65,-66,-65,-63,-73,-65,-43,-53,-61,-58,-64,-62,-74,-65,-66,A20
-72,-68,-68,-66,-81,-64,-65,-69,-66,-62,-63,-63,-62,-56,-51,-54,-61,-58,A58
-63,-70,-64,-65,-71,-55,-60,-52,-50,-56,-67,-69,-57,-56,-58,-54,-50,-50,A75
-51,-42,-60,-67,-73,-75,-75,-76,-67,-49,-44,-59,-62,-62,-84,-60,-75,-72,A15
-64,-69,-59,-66,-58,-57,-56,-62,-50,-82,-63,-70,-60,-60,-69,-65,-62,-45,B76
-65,-58,-56,-65,-68,-60,-75,-78,-72,-53,-62,-56,-59,-66,-64,-66,-70,-84,A21
-67,-72,-66,-73,-59,-46,-56,-66,-75,-65,-68,-65,-67,-53,-62,-49,-59,-63,A56
-42,-58,-72,-72,-83,-71,-76,-83,-80,-58,-67,-66,-66,-85,-82,-70,-85,-74,A6
-80,-63,-61,-62,-61,-52,-64,-66,-68,-62,-68,-62,-56,-67,-55,-62,-68,-70,A42
-56,-47,-63,-55,-57,-54,-70,-62,-63,-50,-56,-58,-61,-61,-61,-62,-61,-64,B11
-78,-60,-54,-64,-51,-70,-64,-59,-60,-61,-61,-72,-55,-62,-49,-52,-60,-63,A44
-53,-66,-73,-74,-95,-62,-79,-76,-71,-50,-54,-62,-66,-74,-79,-67,-84,-75,A3
-70,-73,-63,-60,-72,-56,-67,-67,-75,-61,-70,-59,-61,-66,-55,-70,-62,-76,A33
-65,-58,-70,-68,-58,-53,-54,-73,-70,-63,-61,-64,-62,-61,-54,-57,-58,-71,A52
-70,-77,-79,-71,-65,-58,-66,-64,-58,-72,-65,-71,-61,-74,-58,-60,-52,-59,A61
-77,-69,-72,-70,-71,-85,-60,-67,-64,-74,-85,-74,-72,-61,-65,-64,-60,-56,B65
-72,-61,-60,-61,-61,-52,-65,-67,-68,-62,-64,-63,-56,-67,-55,-62,-68,-70,A42
-58,-58,-77,-78,-73,-75,-75,-77,-81,-50,-56,-58,-66,-81,-75,-95,-73,-78,A3
-63,-64,-63,-72,-62,-59,-50,-60,-65,-57,-66,-63,-58,-53,-49,-43,-57,-59,A59
-64,-69,-64,-61,-61,-63,-78,-74,-83,-65,-63,-77,-58,-72,-61,-64,-71,-95,A34
-46,-61,-65,-70,-71,-72,-77,-82,-78,-58,-60,-62,-67,-69,-72,-70,-77,-73,A7
-47,-61,-55,-68,-72,-64,-68,-72,-73,-45,-60,-58,-60,-78,-62,-69,-68,-76,A15
-66,-60,-50,-72,-67,-60,-72,-81,-83,-53,-54,-61,-70,-76,-69,-67,-77,-72,A21
-61,-71,-62,-71,-62,-66,-55,-48,-49,-69,-63,-65,-70,-59,-68,-45,-45,-54,B60
-67,-69,-65,-64,-59,-53,-70,-72,-72,-61,-61,-58,-54,-75,-60,-66,-71,-78,A33
-51,-59,-50,-54,-69,-57,-66,-72,-66,-57,-52,-53,-62,-64,-65,-59,-83,-71,B12
-71,-68,-71,-63,-64,-45,-56,-65,-68,-59,-85,-65,-52,-40,-45,-59,-58,-64,A51
-51,-61,-66,-64,-76,-65,-70,-95,-79,-52,-58,-61,-75,-75,-73,-83,-72,-80,A9
-68,-61,-78,-75,-72,-77,-73,-79,-95,-73,-79,-75,-61,-69,-82,-95,-79,-79,B33
-60,-59,-49,-45,-59,-55,-70,-58,-61,-62,-68,-45,-62,-63,-58,-59,-62,-61,B28
-72,-70,-69,-74,-61,-72,-58,-56,-54,-95,-75,-78,-74,-54,-62,-61,-78,-58,B73
-66,-59,-56,-67,-63,-55,-51,-56,-54,-66,-63,-66,-59,-46,-46,-50,-51,-56,B47
-62,-58,-55,-62,-78,-65,-81,-71,-79,-54,-50,-59,-61,-67,-59,-64,-72,-71,A25
-59,-65,-63,-66,-65,-64,-79,-79,-67,-55,-57,-58,-67,-70,-70,-78,-71,-75,A4
-73,-63,-68,-63,-64,-56,-56,-47,-52,-63,-66,-65,-60,-57,-58,-74,-56,-51,B64
-66,-62,-63,-59,-59,-71,-67,-75,-74,-68,-71,-74,-55,-68,-69,-75,-78,-95,B34
-65,-58,-56,-65,-68,-60,-74,-78,-71,-54,-61,-57,-59,-66,-64,-66,-70,-81,A21
-69,-70,-71,-69,-69,-68,-62,-55,-53,-81,-85,-75,-68,-57,-64,-75,-57,-70,B65
-64,-69,-62,-59,-63,-61,-65,-66,-69,-71,-72,-62,-65,-60,-50,-57,-55,-79,A46
-60,-57,-45,-71,-71,-58,-77,-69,-71,-55,-53,-45,-55,-71,-69,-75,-75,-70,A27
-61,-47,-64,-63,-68,-71,-81,-81,-76,-58,-58,-73,-66,-68,-72,-95,-73,-74,B10
-75,-69,-69,-67,-55,-54,-69,-63,-69,-73,-69,-65,-53,-64,-47,-53,-69,-69,A43
-82,-82,-72,-70,-75,-80,-68,-66,-39,-83,-85,-76,-73,-80,-64,-56,-54,-57,A70
-57,-50,-53,-67,-66,-63,-95,-66,-70,-48,-52,-56,-59,-64,-67,-64,-63,-68,A24
-77,-82,-73,-70,-74,-80,-68,-66,-39,-82,-85,-76,-73,-79,-64,-56,-54,-57,A70
-78,-74,-70,-76,-65,-63,-67,-52,-55,-74,-72,-75,-74,-61,-64,-63,-54,-63,B61
-62,-58,-60,-55,-56,-50,-70,-72,-72,-69,-64,-62,-54,-64,-59,-65,-64,-73,A37
-64,-68,-64,-66,-66,-54,-61,-51,-44,-76,-64,-62,-67,-61,-59,-54,-50,-51,A71
-73,-79,-95,-71,-80,-72,-60,-55,-61,-71,-70,-80,-67,-78,-66,-60,-56,-64,A62
-76,-71,-83,-70,-72,-68,-59,-57,-46,-69,-76,-70,-78,-64,-75,-62,-65,-56,B79
-56,-61,-64,-71,-69,-67,-76,-82,-72,-55,-56,-57,-61,-74,-67,-72,-82,-76,A14
-69,-71,-71,-66,-66,-74,-73,-68,-52,-78,-71,-74,-72,-61,-66,-59,-71,-62,B73
-68,-71,-71,-67,-80,-62,-63,-72,-66,-62,-64,-62,-67,-56,-51,-54,-61,-57,A58
-50,-65,-77,-64,-69,-67,-77,-78,-72,-50,-54,-58,-74,-69,-73,-66,-86,-77,A3
-75,-70,-72,-62,-56,-55,-71,-69,-75,-60,-61,-61,-55,-64,-65,-64,-69,-75,A33
-63,-56,-55,-59,-50,-47,-61,-57,-57,-58,-63,-59,-51,-55,-58,-64,-65,-64,A40
-82,-81,-73,-71,-75,-78,-67,-67,-39,-82,-79,-81,-75,-79,-65,-56,-55,-57,A70
-49,-58,-62,-72,-69,-63,-75,-82,-73,-44,-63,-64,-55,-74,-63,-72,-65,-70,A11
-64,-69,-60,-61,-55,-58,-78,-57,-57,-71,-65,-68,-54,-59,-57,-46,-53,-52,A76
-77,-81,-73,-69,-68,-69,-68,-64,-60,-76,-76,-74,-85,-64,-61,-56,-66,-63,A66
-70,-61,-66,-53,-51,-63,-77,-58,-67,-79,-66,-66,-61,-59,-74,-76,-64,-77,B37
-57,-46,-63,-55,-56,-54,-70,-63,-63,-51,-56,-58,-63,-61,-61,-62,-61,-64,B11
-67,-64,-52,-57,-60,-61,-62,-57,-62,-60,-69,-68,-53,-49,-57,-62,-62,-54,B36
-76,-75,-80,-75,-70,-68,-79,-61,-56,-80,-80,-80,-86,-72,-71,-62,-56,-49,A78
-72,-73,-64,-68,-63,-68,-55,-58,-58,-72,-71,-76,-68,-55,-66,-72,-61,-65,B53
-67,-63,-75,-59,-65,-63,-57,-58,-66,-83,-74,-80,-65,-57,-61,-61,-68,-65,B45
-66,-62,-74,-59,-65,-63,-57,-57,-66,-81,-73,-79,-65,-57,-61,-61,-68,-65,B45
-42,-59,-71,-71,-83,-72,-77,-84,-81,-58,-68,-68,-66,-82,-85,-70,-85,-74,A6
-57,-59,-59,-73,-68,-64,-68,-68,-72,-50,-53,-64,-66,-64,-69,-71,-73,-66,A12
-65,-57,-68,-71,-56,-50,-55,-68,-69,-62,-61,-65,-62,-55,-56,-61,-59,-68,A52
-68,-63,-64,-60,-58,-69,-66,-78,-72,-69,-73,-75,-56,-67,-68,-78,-76,-95,B34
-74,-69,-69,-67,-55,-53,-70,-63,-69,-73,-68,-65,-54,-63,-47,-54,-69,-69,A43
-62,-56,-55,-59,-49,-47,-66,-56,-58,-58,-63,-62,-51,-55,-59,-61,-62,-64,A40
-74,-73,-64,-72,-58,-55,-62,-63,-73,-78,-64,-61,-62,-59,-50,-55,-73,-74,A45
